site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,pad_mass_g,pad_epiphyte_mass_g,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,shoot_mass_fw,shoot_foil,shoot_foil_dw,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_pad_mass_g,xs_epiphyte_pad_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,polychaete_count,other_animal_notes,notes
2017_H_07,20/8/17,20170820,6,2,5.0,1.7,1.5,1.6,,,6.0,34.8,33.1,49.3,39.6,14.9,32.6,41.6,,,0.6,0.3,0.6,0.6,0.6,0.3,0.6,0.6,,,0.7118,0.7245,0.7718,0.6133,0.7303,2.8878,1.0405,1.4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,6,3,5.0,1.5,1.3,1.3,,,42.4,47.0,27.9,40.6,42.7,,,,,,0.6,0.6,0.6,0.5,0.5,,,,,,0.6591,0.6663,0.7223,0.6925,0.7970,2.0705,1.2941,1.6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,6,4,5.0,1.3,1.4,1.5,,,40.0,48.8,14.6,9.2,38.0,35.8,,,,,0.6,0.6,0.6,0.2,0.6,0.5,,,,,0.6890,0.6952,0.6527,0.6374,0.7273,1.8452,1.1431,1.4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,6,5,1.8,0.8,1.0,,,,27.2,15.2,36.2,38.6,,,,,,,0.4,0.5,0.5,0.5,,,,,,,0.6549,0.6588,0.2558,0.6752,0.7049,3.7978,1.1879,1.6924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,7,1,5.0,2.0,2.1,,,,30.3,67.3,48.1,14.6,61.6,66.4,,,,,0.5,0.6,0.6,0.3,0.6,0.6,,,,,0.7399,0.7471,0.9142,0.5110,0.6703,3.0600,1.3052,1.8439,10.2242,1.8726,3.1289,,,15,0.27,0.4105,0.4561,7,0.0154,0.5190,0.5199,3,0.0009,0.4442,0.4442,1,0.0393,0.4344,0.4519,12,0.0748,0.5002,0.5385,,,,,18,"1 bivalve, 5 brittle stars",
2017_H_07,20/8/17,20170820,7,2,4.5,1.5,1.1,1.1,1.1,,51.3,53.6,41.3,52.2,,,,,,,0.5,0.5,0.6,0.6,,,,,,,0.7157,0.7230,0.9672,0.5996,0.7164,2.4718,1.2587,1.6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,7,3,5.0,1.5,2.5,,,,52.9,51.4,47.9,10.1,14.9,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6271,0.6340,0.6229,0.7132,0.7983,2.2807,1.3406,1.7103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,7,4,5.0,1.5,1.5,1.4,,,38.9,37.1,25.8,42.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6116,0.6169,0.7000,0.7429,0.8706,1.3686,1.3246,1.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,7,5,5.0,1.3,1.8,1.8,,,52.6,53.1,44.4,61.0,,,,,,,0.7,0.7,0.6,0.6,,,,,,,0.7412,0.7500,1.1055,0.5374,0.7103,3.0744,1.2806,1.8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,8,1,5.0,1.7,0.8,0.8,0.7,0.9,43.1,58.1,52.4,,,,,,,,0.5,0.5,0.5,,,,,,,,0.6442,0.6484,1.1529,0.6222,0.7940,1.4096,1.1776,1.4161,5.5744,2.2238,2.9776,,,6,0.0181,0.5187,0.5196,5,0.0152,0.4839,0.4847,5,0.0087,0.5377,0.5377,,,,,3,0.0676,0.4532,0.4913,,,,,19,2 clams,
2017_H_07,20/8/17,20170820,8,2,5.0,1.0,0.9,1.0,0.6,0.4,87.6,36.8,35.9,39.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7018,0.7111,0.9681,0.6265,0.7781,1.5221,1.7554,1.9972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,8,3,5.0,0.7,1.0,0.8,0.5,0.7,42.1,37.6,32.6,47.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7383,0.7459,1.2969,0.7326,0.8784,1.4883,1.3834,1.6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,8,4,5.0,0.8,0.7,0.8,0.8,1.0,33.8,43.0,59.3,49.2,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6684,0.6767,1.2401,0.6825,0.8467,1.7940,1.4173,1.7199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,8,5,5.0,0.5,1.0,1.0,1.0,0.5,48.4,29.3,41.8,47.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6148,0.6212,1.3803,0.3192,0.5439,1.5057,1.3933,1.6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,1,1,5.0,1.0,0.9,1.2,1.2,,101.9,34.9,61.2,87.2,40.1,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6390,0.6473,0.7402,0.4425,0.5400,2.3773,1.7766,2.1148,8.0773,2.7178,3.6972,,,4,0.0273,0.3537,0.3566,4,0.0045,0.4339,0.4345,28,0.1608,0.5621,0.5692,5,0.1045,0.3202,0.3618,,,,,,,,,4,,
2017_H_05,25/7/17,20170725,1,2,5.0,1.3,1.5,1.4,,,107.0,36.0,76.2,96.6,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6891,0.6975,0.6350,0.3779,0.4574,2.6468,2.0488,2.4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,1,3,5.0,0.9,1.0,0.8,1.1,,58.8,41.2,64.2,52.4,58.0,19.4,,,,,0.4,0.4,0.4,0.4,0.4,0.4,,,,,0.6164,0.6310,0.4242,0.4347,0.4935,2.2913,1.8309,2.1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,1,4,5.0,0.8,1.0,0.7,0.9,1.0,104.8,92.4,90.6,26.8,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6641,0.6796,0.4918,0.4217,0.4945,2.4900,2.1576,2.5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,1,5,5.0,0.9,1.6,1.8,,,72.4,100.2,51.8,51.2,,,,,,,0.4,0.5,0.4,0.4,,,,,,,0.6125,0.6261,0.5712,0.4219,0.4981,2.9648,2.1411,2.5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,2,1,5.0,2.2,2.1,,,,89.2,64.2,125.8,76.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6390,0.6496,0.7347,0.4453,0.5246,4.1548,1.8349,2.3837,25.9679,2.8907,5.3078,,,1,0.003,0.4801,0.4804,5,0.0108,0.5095,0.5103,8,0.0290,0.4467,0.4475,17,0.3906,0.4633,0.5899,5,0.1084,0.2799,0.3239,,,,,5,,
2017_H_05,25/7/17,20170725,2,2,5.0,1.9,1.2,2.0,,,84.2,15.6,84.6,108.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6603,0.6741,0.6585,0.4423,0.5145,2.8766,1.8026,2.1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,2,3,5.0,2.3,2.1,,,,75.4,82.6,53.2,87.0,85.4,,,,,,0.5,0.5,0.4,0.5,0.5,,,,,,0.6575,0.6712,0.6372,0.3559,0.4331,3.6607,2.0152,2.4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,2,4,5.0,0.8,1.4,1.9,,,98.0,122.6,69.4,27.2,46.2,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6499,0.6648,0.5109,0.4385,0.5063,3.9839,2.0334,2.5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,2,5,5.0,0.7,1.1,1.0,1.4,,50.6,74.2,60.4,99.4,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6949,0.7097,0.4799,0.3955,0.4567,2.7994,2.2216,2.5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,3,1,5.0,1.3,1.5,1.0,1.0,,60.4,38.2,84.0,47.2,78.6,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6399,0.6517,0.5949,0.4173,0.4996,2.7294,1.9971,3.3248,8.4123,2.8071,3.6708,,,1,0.0051,0.421,0.4216,6,0.0253,0.3411,0.3437,7,0.0325,0.2861,0.2877,11,0.3486,0.2552,0.3778,2,0.1213,0.5135,0.5583,,,,,6,,
2017_H_05,25/7/17,20170725,3,2,5.0,1.0,2.5,,,,71.4,14.5,102.4,61.0,89.0,25.0,,,,,0.6,0.3,0.6,0.6,0.6,0.6,,,,,0.6017,0.6192,0.6627,0.4453,0.5284,5.1599,1.7675,2.4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,3,3,4.4,1.0,1.0,0.7,0.9,,63.8,64.0,35.1,,,,,,,,0.4,0.4,0.4,,,,,,,,0.6792,0.6943,0.5052,0.4072,0.4637,1.1570,1.9658,2.1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,3,4,5.0,1.8,2.0,,,,5.8,85.8,52.4,44.6,46.1,77.4,,,,,0.4,0.5,0.5,0.5,0.6,0.5,,,,,0.6475,0.6640,0.6796,0.3903,0.4641,2.9382,2.0285,2.3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,3,5,5.0,3.0,,,,,99.6,106.0,62.2,87.4,77.4,11.2,,,,,0.6,0.6,0.6,0.6,0.6,0.5,,,,,0.6634,0.6785,0.7389,0.4496,0.5323,5.4096,1.8946,2.5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,4,1,5.0,1.7,1.7,1.6,,,71.1,107.4,85.1,25.2,62.4,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6699,0.6824,0.4585,0.4148,0.4688,3.2055,1.9863,2.4313,13.2024,2.6388,3.9604,,,3,0.0142,0.3599,0.3629,7,0.0119,0.3378,0.3388,7,0.0301,0.3080,0.3095,2,0.0525,0.3504,0.3676,,,,,,,,,6,,
2017_H_05,25/7/17,20170725,4,2,5.0,0.6,0.6,0.9,1.4,,80.4,40.6,24.9,80.2,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.5875,0.6084,0.5677,0.7244,0.7923,1.7683,1.9907,2.2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,4,3,5.0,1.3,1.5,1.8,,,69.9,40.1,77.4,26.4,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6790,0.6924,0.7285,0.7268,0.8083,1.6308,2.2837,2.5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,4,4,5.0,1.1,1.7,1.6,,,57.4,85.1,33.4,50.5,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6465,0.6615,0.5043,0.5276,0.5900,1.7721,2.3546,2.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,4,5,5.0,2.5,2.5,,,,53.1,27.5,74.8,77.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6335,0.6455,0.5785,0.6516,0.7103,2.0378,1.8528,2.1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,5,1,5.0,1.7,2.3,,,,89.4,37.0,86.6,53.9,88.4,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6999,0.7103,0.5431,0.5887,0.6509,3.6549,1.6630,2.1299,9.1667,2.3163,3.2278,,,2,0.0482,0.5435,0.5482,4,0.0199,0.5393,0.5411,12,0.0174,0.5862,0.5883,7,0.1291,0.3915,0.4432,2,0.1043,0.4496,0.4962,,,,,2,,
2017_H_05,25/7/17,20170725,5,2,5.0,1.5,1.5,1.5,,,74.6,98.6,64.2,65.4,,,,,,,0.4,0.5,0.4,0.5,,,,,,,0.6674,0.6807,0.5971,0.5081,0.5853,2.5308,1.8749,2.2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,5,3,5.0,1.2,1.2,1.1,1.3,,43.0,30.8,93.4,60.6,92.4,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6615,0.6738,0.7277,0.5856,0.6672,3.0939,1.9738,2.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,5,4,5.0,1.1,1.1,1.2,1.4,,80.6,72.4,48.4,46.3,74.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.7034,0.7173,0.4780,0.7861,0.8452,2.6678,1.9786,2.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,5,5,5.0,1.3,1.7,1.5,,,36.6,90.2,71.0,64.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7017,0.7128,0.6005,0.6751,0.7441,2.4130,2.1597,2.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,6,1,5.0,1.4,1.9,,,,45.0,80.9,66.6,82.8,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7258,0.7399,0.6319,0.7381,0.8117,2.9723,2.0086,2.3971,21.9810,2.0757,4.4739,,,2,0.3522,0.4004,0.4751,6,0.0192,0.3540,0.3560,6,0.0307,0.4079,0.4096,14,0.4472,0.4029,0.5586,,,,,,,,,7,,
2017_H_05,25/7/17,20170725,6,2,5.0,2.0,1.9,,,,101.4,98.6,50.2,69.0,52.6,10.6,8.7,,,,0.6,0.6,0.6,0.5,0.6,0.4,0.4,,,,0.7012,0.7143,0.6354,0.5446,0.6244,3.7305,1.8794,2.4370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,6,3,5.0,1.7,3.0,,,,37.2,74.2,62.0,66.4,,,,,,,0.5,0.4,0.4,0.4,,,,,,,0.6423,0.6550,0.4438,0.5396,0.5933,1.8482,1.7958,2.0861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,6,4,5.0,1.8,1.8,,,,106.2,58.4,100.2,72.4,69.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6372,0.6590,0.4716,0.5669,0.6209,3.3369,2.0134,2.4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,6,5,5.0,1.6,2.1,,,,61.4,88.4,74.2,87.0,28.6,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.7351,0.7474,0.5165,0.5471,0.6132,3.2967,1.8627,2.3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,7,1,5.0,1.8,2.1,,,,72.2,90.2,55.5,41.3,92.2,,,,,,0.6,0.6,0.5,0.5,0.6,,,,,,0.6912,0.7068,0.6688,0.6460,0.7243,3.9865,1.9573,2.4930,9.2023,3.1046,4.0127,,,2,0.007,0.5056,0.5059,3,0.0039,0.3352,0.3354,1,0.0004,0.2988,0.2988,10,0.2609,0.3928,0.4758,,,,,,,,,,,
2017_H_05,25/7/17,20170725,7,2,5.0,2.1,1.6,,,,89.2,54.1,87.1,54.6,59.3,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6288,0.6481,0.6971,0.5214,0.6052,3.4861,1.7176,2.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,7,3,5.0,2.5,2.5,,,,36.0,64.6,72.3,71.9,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6765,0.6868,0.5679,0.5081,0.5778,2.2823,2.0021,2.3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,7,4,5.0,1.7,1.9,,,,15.0,46.0,45.0,66.1,37.0,91.3,,,,,0.4,0.5,0.4,0.5,0.5,0.5,,,,,0.6243,0.6390,0.6650,0.5495,0.6217,2.6970,1.7307,2.0751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,7,5,5.0,1.0,1.5,1.7,,,67.0,60.1,26.0,62.2,79.0,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6760,0.6896,0.6871,0.5437,0.6282,2.6096,1.7014,2.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,8,1,5.0,0.9,1.0,1.5,,,24.1,35.7,87.0,,,,,,,,0.4,0.6,0.4,,,,,,,,0.6351,0.6577,0.4751,0.4734,0.5342,1.7042,1.4868,1.6702,6.9972,3.1262,3.7695,,,,,,,2,0.0023,0.3427,0.3427,2,0.0019,0.2868,0.2870,3,0.0847,0.5328,0.5632,,,,,,,,,2,,
2017_H_05,25/7/17,20170725,8,2,5.0,1.0,1.2,1.0,1.1,,43.0,107.8,86.2,78.8,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6871,0.7039,0.6911,0.4970,0.5662,3.0352,1.7041,2.1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,8,3,5.0,0.8,0.6,0.6,0.9,1.0,87.1,87.8,37.0,33.1,,,,,,,0.4,0.4,0.4,0.5,,,,,,,0.6977,0.7086,0.7034,0.4763,0.5510,1.7907,1.9851,2.2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,8,4,5.0,1.0,0.8,0.7,1.0,,90.0,60.6,60.2,62.5,,,,,,,0.5,0.5,0.5,0.4,,,,,,,0.6383,0.6540,0.5479,0.4997,0.5686,2.4440,2.0201,2.3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_05,25/7/17,20170725,8,5,5.0,1.4,1.7,,,,82.4,65.1,99.5,46.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7020,0.7141,0.6904,0.5431,0.6302,3.7376,2.1257,2.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,1,1,3.4,0.4,0.3,0.2,0.2,0.2,20.6,18.2,18.0,10.5,4.6,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,0.2749,0.8238,0.8711,0.2888,0.8035,0.8559,0.9636,0.5490,0.6736,,,,,,,,,,,,,,,1,0.0045,0.5109,0.5129,,limpet = Lottia parallela,,,,,,,6,,
2017_L_01,29/4/17,20170429,1,2,5.0,0.8,0.8,0.5,0.3,0.3,18.0,20.2,22.0,16.0,5.5,,,,,,0.3,0.3,0.3,0.4,0.4,,,,,,,,0.5695,0.7346,0.8211,0.4634,0.7786,0.8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,1,3,3.2,0.1,0.1,0.2,0.2,0.2,8.2,4.7,4.5,,,,,,,,0.2,0.2,0.2,,,,,,,,,,0.2216,0.7462,0.7770,0.0818,0.8098,0.8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,1,4,1.5,0.1,0.2,0.2,0.1,0.1,22.4,8.6,15.6,16.0,11.5,,,,,,0.2,0.2,0.2,0.3,0.2,,,,,,,,0.1598,0.8177,0.8418,0.3032,0.8539,0.8737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,1,5,1.6,0.3,0.3,0.2,0.1,0.2,15.8,16.0,21.0,11.7,,,,,,,0.2,0.2,0.2,0.2,,,,,,,,,0.0794,0.8017,0.8116,0.2655,0.8698,0.9104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,2,1,5.0,0.3,0.2,0.2,0.3,0.3,17.6,17.0,9.3,13.1,,,,,,,0.2,0.2,0.2,0.2,,,,,,,,,0.2772,0.7510,0.7816,0.1764,0.7368,0.7636,1.9985,0.5372,0.6509,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"1 ""non-grazing"" gastropod collected",
2017_L_01,29/4/17,20170429,2,2,1.7,0.4,0.2,0.3,0.3,,18.4,1.7,17.3,8.1,22.2,,,,,,0.3,0.3,0.2,0.2,0.2,,,,,,,,0.1134,0.7593,0.7760,0.3353,0.6560,0.7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,2,3,3.7,0.1,0.1,0.1,0.1,0.1,9.5,12.0,14.0,,,,,,,,0.2,0.2,0.2,,,,,,,,,,0.1861,0.6436,0.6646,0.0972,0.7055,0.7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,2,4,2.8,0.9,0.6,0.4,0.2,0.2,27.7,27.1,23.6,29.3,18.3,,,,,,0.3,0.4,0.2,0.3,0.3,,,,,,,,0.2624,0.8132,0.8541,0.5610,0.5548,0.6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,2,5,2.0,0.5,0.4,0.2,0.2,,24.0,18.2,16.1,22.1,,,,,,,0.3,0.2,0.3,0.2,,,,,,,,,0.2059,0.6992,0.7289,0.3874,0.5952,0.6592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,3,1,0.9,0.5,,,,,18.4,16.7,13.0,12.5,21.5,,,,,,0.3,0.2,0.2,0.3,0.2,,,,,,0.5556,0.5659,0.0658,0.7789,0.7881,0.4046,0.6026,0.6655,0.5848,0.6217,0.6935,,,,,,,,,,,,,,,1,0.0091,0.5676,0.5689,,limpet = Lottia parallela,,,,,,,2,,
2017_L_01,29/4/17,20170429,3,2,3.0,0.4,0.3,0.3,0.2,0.2,5.7,12.2,11.6,4.5,15.0,20.9,,,,,0.2,0.2,0.3,0.2,0.2,0.2,,,,,0.5846,0.5931,0.1565,0.6616,0.6903,0.2902,0.6380,0.6840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,4,1,5.0,1.4,2.0,1.3,0.6,,35.0,26.5,11.2,34.6,15.2,,,,,,0.3,0.4,0.4,0.3,0.3,,,,,,0.5665,0.5748,0.5084,0.6572,0.7423,0.7769,0.5496,0.6818,2.0924,0.5642,0.8918,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
2017_L_01,29/4/17,20170429,4,2,1.3,0.5,0.4,,,,29.4,19.9,18.1,30.0,,,,,,,0.2,0.2,0.3,0.3,,,,,,,0.5559,0.5655,0.0741,0.7016,0.7110,0.4834,0.5120,0.5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,4,3,2.1,1.0,0.4,,,,25.5,14.3,24.2,16.7,,,,,,,0.3,0.3,0.3,0.2,,,,,,,0.5072,0.5164,0.1747,0.7404,0.7633,0.4048,0.6449,0.7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,4,4,1.5,0.3,0.3,,,,20.0,25.1,14.9,9.7,,,,,,,0.2,0.3,0.2,0.1,,,,,,,0.5553,0.5633,0.0838,0.6248,0.6378,0.2999,0.6323,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,4,5,1.4,0.3,0.5,0.3,,,24.7,24.1,27.7,,,,,,,,0.2,0.2,0.2,,,,,,,,0.5380,0.5440,0.0565,0.6283,0.6380,0.2242,0.5204,0.5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,5,1,1.0,0.5,0.2,0.1,,,14.5,14.4,7.6,,,,,,,,0.2,0.2,0.2,,,,,,,,0.5754,0.5840,0.0544,0.7356,0.7431,0.1114,0.5708,0.5897,0.3081,0.7322,0.7714,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2017_L_01,29/4/17,20170429,5,2,1.4,0.4,0.1,,,,18.0,19.2,16.9,13.2,10.6,,,,,,0.2,0.1,0.1,0.1,0.2,,,,,,0.4728,0.4814,0.0514,0.7008,0.7089,0.2516,0.6199,0.6646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,5,3,5.0,0.3,0.1,0.1,0.1,0.2,11.2,18.4,14.3,16.2,,,,,,,0.2,0.2,0.1,0.2,,,,,,,0.5798,0.5894,0.2189,0.7257,0.7599,0.1862,0.5452,0.5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,5,4,2.2,0.5,0.6,,,,25.1,23.0,20.0,15.0,23.4,9.5,,,,,0.3,0.3,0.2,0.3,0.2,0.3,,,,,0.5762,0.5853,0.1838,0.6999,0.7267,0.5730,0.7514,0.8599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,5,5,1.5,0.8,0.3,,,,19.0,16.3,21.5,17.3,10.6,,,,,,0.3,0.2,0.2,0.2,0.2,,,,,,0.5748,0.5843,0.1251,0.7967,0.8214,0.3360,0.5506,0.6033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_01,29/4/17,20170429,6,1,5.0,1.0,0.5,0.5,0.3,0.2,20.2,27.2,13.0,26.5,8.0,16.1,,,,,0.2,0.3,0.2,0.2,0.2,0.2,,,,,0.5722,0.5781,0.3854,0.7153,0.7848,0.4906,0.5073,0.5907,1.1174,0.6296,0.7905,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
2017_L_01,29/4/17,20170429,6,2,2.5,0.5,0.4,0.2,0.1,,24.6,9.6,18.6,23.2,17.6,,,,,,0.2,0.3,0.2,0.2,0.2,,,,,,0.5437,0.5510,0.1942,0.8555,0.8840,0.3225,0.4336,0.4864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
