bed_no,date_MM.DD.YY,species,boat_track,drone,drone_launch_time_AKDT,time_UTC,latitude_decimal_degrees,longitude_decimal_degrees,density
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:03:55,55.19666308,-133.264422,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:04:08,55.19665428,-133.2644561,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:04:20,55.19666794,-133.2644499,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:04:31,55.19670105,-133.2644249,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:04:42,55.19670826,-133.2644254,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:04:53,55.19672209,-133.2643954,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:05:06,55.19673114,-133.2643319,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:05:20,55.19671706,-133.2642092,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:05:31,55.1967023,-133.2640862,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:05:42,55.19669426,-133.2639969,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:05:50,55.19669166,-133.2639713,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:06:00,55.1967013,-133.2639718,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:06:12,55.19671395,-133.2639593,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:06:25,55.19673281,-133.2639885,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:06:39,55.19675452,-133.2640104,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:06:51,55.19678193,-133.2640193,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:07:04,55.19679115,-133.2640368,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:07:18,55.1967961,-133.264069,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:07:31,55.19681395,-133.2640862,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:07:44,55.19682577,-133.2640991,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:07:56,55.1968308,-133.2640828,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:08:11,55.19681345,-133.2640965,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:08:22,55.19681521,-133.2641025,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:08:34,55.19681504,-133.2641007,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:08:43,55.19681512,-133.2640979,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:08:55,55.19681722,-133.2640939,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:09:08,55.19680381,-133.2641016,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:09:24,55.19681563,-133.2641076,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:09:39,55.19682535,-133.2641074,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:09:52,55.19682954,-133.2640733,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:10:05,55.1968261,-133.2640762,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:10:19,55.19683776,-133.2640888,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:10:34,55.19684463,-133.2641108,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:10:45,55.19685008,-133.2641187,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:10:58,55.19684957,-133.2641284,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:11:11,55.19683893,-133.264122,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:11:24,55.19683155,-133.2641222,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:11:37,55.19682527,-133.2641404,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:11:51,55.19683331,-133.2641466,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:12:04,55.19682669,-133.2641293,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:12:17,55.19682158,-133.2641335,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:12:31,55.196823,-133.2641363,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:12:46,55.19681638,-133.2641067,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:13:03,55.19682434,-133.2641166,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:13:17,55.19684614,-133.2641022,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:13:30,55.196852,-133.2640963,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:13:42,55.19685024,-133.2641199,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:13:58,55.19686055,-133.2641491,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:14:13,55.19686055,-133.2641483,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:14:22,55.19685318,-133.2641804,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:14:23,55.19685309,-133.2641798,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:14:38,55.19685033,-133.2641618,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:14:51,55.19685351,-133.2641402,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:15:06,55.19685368,-133.264149,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:15:17,55.19686055,-133.2641804,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:15:29,55.19684941,-133.2641628,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:15:40,55.19685058,-133.2641313,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:15:50,55.19684471,-133.2641301,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:16:02,55.19683289,-133.2640956,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:16:15,55.19684102,-133.264059,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:16:29,55.19682175,-133.2640345,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:16:43,55.1968282,-133.2640752,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:16:55,55.19683055,-133.2640851,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:17:10,55.19682786,-133.2641203,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:17:21,55.19683851,-133.2641352,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:17:34,55.19684991,-133.2641567,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:17:45,55.19685502,-133.2641657,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:18:00,55.19685058,-133.2641239,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:18:15,55.19685133,-133.2641542,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:18:27,55.19685452,-133.2641669,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:18:38,55.19686961,-133.2641664,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:18:54,55.19688,-133.2641576,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:19:07,55.19688687,-133.2641638,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:19:19,55.19687925,-133.2641634,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:19:31,55.1968748,-133.2641726,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:19:45,55.19689065,-133.264176,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:19:58,55.19689735,-133.26415,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:20:10,55.19688888,-133.2641524,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:20:22,55.19688419,-133.2641825,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:20:33,55.19688964,-133.2641702,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:20:47,55.19688872,-133.2641949,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:21:01,55.19689031,-133.2642066,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:21:14,55.19688386,-133.2642112,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:21:27,55.19689316,-133.2642312,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:21:42,55.1968878,-133.2642433,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:21:55,55.19689039,-133.2642231,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:22:06,55.19690515,-133.2642258,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:22:21,55.19690682,-133.2642011,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:22:34,55.19691252,-133.2641908,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:22:46,55.19690389,-133.2641818,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:22:56,55.19690841,-133.2641783,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:23:06,55.19692585,-133.2641885,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:23:17,55.1969344,-133.2641757,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:23:29,55.19694789,-133.2641755,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:23:42,55.19695452,-133.2641878,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:23:55,55.19695032,-133.2641822,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:24:06,55.19695083,-133.2641752,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:24:19,55.19694865,-133.2642025,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:24:30,55.19693188,-133.2642107,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:24:41,55.19692543,-133.2642012,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:24:52,55.19692007,-133.26422,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:25:02,55.19692308,-133.2642273,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:25:11,55.1969199,-133.2642168,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:25:20,55.19691319,-133.2642247,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:25:32,55.19689995,-133.2642251,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:25:43,55.19690406,-133.2642334,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:25:53,55.19690909,-133.2642294,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:26:06,55.19692082,-133.264215,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:26:19,55.19690448,-133.2642341,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:26:29,55.19691311,-133.2642197,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:26:43,55.19691914,-133.2642091,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:26:54,55.19693063,-133.2641845,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:27:06,55.19689718,-133.2641848,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:27:16,55.19686726,-133.2641959,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:27:29,55.19686885,-133.2642325,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:27:40,55.19689224,-133.2642487,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:27:55,55.19690045,-133.2642532,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:28:06,55.1968883,-133.2642642,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:28:20,55.19688679,-133.2642677,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:28:30,55.19687606,-133.2642602,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:28:45,55.19688813,-133.2642578,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:28:57,55.19689685,-133.2642477,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:29:09,55.19689819,-133.2642503,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:29:21,55.19688654,-133.264239,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:29:31,55.19689224,-133.2642314,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:29:42,55.19689651,-133.2642248,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:29:55,55.19689467,-133.2642108,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:30:06,55.19689056,-133.2642134,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:30:15,55.19689115,-133.2642229,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:30:27,55.1968914,-133.2642484,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:30:38,55.19687489,-133.2642622,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:30:46,55.19685863,-133.2642912,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:30:54,55.19684278,-133.2642726,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:31:06,55.19680155,-133.2642944,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:31:20,55.19676207,-133.2642993,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:31:31,55.19673625,-133.264343,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:31:43,55.19672108,-133.2643804,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:31:54,55.19672041,-133.2643929,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:32:05,55.19669803,-133.2643836,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:32:20,55.19668646,-133.2643292,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:32:32,55.19669183,-133.2642921,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:32:47,55.19670624,-133.2642425,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:32:59,55.19672401,-133.2642081,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:33:11,55.19673843,-133.2641751,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:33:24,55.19674715,-133.2641131,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:33:37,55.19675603,-133.2640589,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:33:48,55.19674907,-133.2640108,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:34:01,55.19671127,-133.2639387,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:34:15,55.19667272,-133.2639234,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:34:26,55.19669518,-133.2639081,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:34:37,55.19672083,-133.2638499,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:34:48,55.19672217,-133.2637805,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:34:58,55.19667054,-133.2637028,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:35:08,55.19659124,-133.2636863,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:35:19,55.19656308,-133.2637506,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:35:24,55.19658814,-133.2638046,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:35:35,55.19667448,-133.2638846,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:35:45,55.19675947,-133.2639525,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:35:57,55.19679844,-133.2641071,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:36:06,55.19679953,-133.2642427,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:36:19,55.19674161,-133.2644209,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:36:33,55.1966526,-133.2646366,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:36:42,55.19668026,-133.2648309,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:36:54,55.19675293,-133.2651686,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:37:03,55.19683658,-133.265431,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:37:12,55.19698788,-133.2655485,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:37:22,55.19718728,-133.2656172,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:37:33,55.19740764,-133.2656755,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:37:43,55.19757729,-133.2658463,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:37:53,55.19775901,-133.2659717,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:38:05,55.19796839,-133.2661515,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:38:13,55.19811197,-133.2661526,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:38:22,55.19825983,-133.2660133,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:38:35,55.19849201,-133.2657909,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:38:45,55.19862788,-133.2655817,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:38:59,55.19867264,-133.2651144,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:39:12,55.19877657,-133.2646546,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:39:24,55.19893139,-133.2643022,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:39:33,55.19900146,-133.2640037,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:39:48,55.1991639,-133.2634728,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:40:01,55.19936515,-133.2631415,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:40:10,55.19946925,-133.2629172,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:40:21,55.19947453,-133.2625683,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:40:34,55.1994032,-133.262122,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:40:47,55.19935224,-133.2616923,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:40:56,55.19943078,-133.2614299,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:41:06,55.19952181,-133.2612083,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:41:15,55.19952977,-133.2609345,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:41:26,55.1996332,-133.2605921,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:41:34,55.19967134,-133.2603742,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:41:44,55.19959104,-133.2601268,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:41:57,55.1994229,-133.2598435,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:42:06,55.19928795,-133.2597798,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:42:15,55.19917832,-133.2596107,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:42:22,55.19916927,-133.2594097,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:42:34,55.19917899,-133.2590694,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:42:43,55.19910146,-133.2589478,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:42:54,55.19891705,-133.2589627,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:43:04,55.19875009,-133.2588338,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:43:14,55.19860198,-133.2584951,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:43:26,55.19853693,-133.2579746,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:43:38,55.19852495,-133.2574295,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:43:44,55.19839008,-133.2571847,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:43:52,55.19805489,-133.256973,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:01,55.1975767,-133.2565795,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:08,55.19714336,-133.2560772,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:15,55.19665218,-133.2553452,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:25,55.19584718,-133.2540886,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:33,55.19515299,-133.2530394,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:37,55.19476307,-133.2525849,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:44,55.19418212,-133.2515946,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:44:54,55.19336421,-133.2501245,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:04,55.19253549,-133.2486692,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:10,55.19195748,-133.2480054,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:19,55.19104301,-133.2471667,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:26,55.19037346,-133.246367,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:36,55.18941005,-133.2452671,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:44,55.18857915,-133.244512,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:50,55.18805008,-133.2437437,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:52,55.18791706,-133.2434263,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:45:58,55.18769377,-133.2423218,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:03,55.18766477,-133.2413049,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:08,55.18778446,-133.2403171,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:18,55.18820188,-133.238425,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:26,55.18857773,-133.2370651,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:39,55.18921458,-133.2350694,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:50,55.18987072,-133.233593,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:46:58,55.1903225,-133.2324555,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:47:07,55.19093279,-133.2309231,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:47:16,55.19151835,-133.2292343,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:47:28,55.19219343,-133.2269372,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:47:44,55.19306774,-133.2238383,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:47:51,55.19359094,-133.2226544,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:48:06,55.19467413,-133.2202306,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:48:28,55.19620534,-133.2166155,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:48:49,55.19763638,-133.2132234,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:49:01,55.1984247,-133.2112702,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:49:13,55.19906391,-133.2091824,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:49:23,55.19971702,-133.2075194,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:49:34,55.20034458,-133.205618,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:49:48,55.20111035,-133.2031798,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:04,55.20191107,-133.2003338,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:10,55.20213235,-133.1994679,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:15,55.20222514,-133.1989533,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:23,55.20230058,-133.1983529,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:34,55.20240921,-133.1976496,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:43,55.20245623,-133.1971762,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:50:54,55.20252136,-133.1967769,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:51:07,55.20257601,-133.1964988,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:51:21,55.20260534,-133.1964021,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:51:32,55.20260819,-133.1962615,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:51:47,55.20257668,-133.1960528,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:52:01,55.20250962,-133.1960026,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:52:07,55.20251306,-133.195961,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:52:27,55.2025367,-133.1958256,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:52:44,55.20256905,-133.1957272,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:52:58,55.20261054,-133.1955752,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:53:11,55.20259411,-133.1956071,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:53:25,55.20259285,-133.1956171,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:53:37,55.20256779,-133.1955784,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:53:54,55.20253812,-133.1955826,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:54:06,55.20253577,-133.195542,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:54:24,55.20250836,-133.1955123,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:54:42,55.20251499,-133.1954923,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:55:03,55.20253133,-133.1955275,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:55:23,55.20252563,-133.1955215,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:55:37,55.20254809,-133.1955351,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:55:55,55.20256503,-133.1955439,3
