site_code,site_name,latitude_N,longitude_E,date_MMDDYYYY,tidalheight_ft_MLLW,layer_number,layer_starting_depth_cm,layer_depths_cm,layer_thickness_cm,layer_volume_cm3,dry_bulk_density,organic_dw_g,organic_dw_percent,organic_density,inorganic_dw_g,inorganic_dw_percent,inorganic_density,sediment_description,freshwater_input
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,24,46,"47,48",1,19.63495408,1.467835874,18.99834,65.91864443,27.88644501,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,25,48,"49,50",1.1,21.59844949,1.673388639,26.13507,72.31098482,43.73412921,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,26,50,"51,52",1.3,25.52544031,1.219557807,21.3457,68.57009774,26.03231507,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,27,52,"53,54",1.1,21.59844949,1.436377644,20.9045,67.38272531,30.02675646,0.4476,4.32752688,0.642922634,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,28,54,"55,56",1.2,23.5619449,1.45803159,24.47147,71.23312354,35.68017633,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,29,56,"57,58",1.1,21.59844949,1.416361855,20.34197,66.49610575,28.81159037,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,30,58,"59,60",1.1,21.59844949,1.503108823,22.47188,69.21917325,33.7776811,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,1,0,"1,2",1.4,27.48893572,1.117486334,0.75498,2.585323943,0.843679832,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,2,2,"3,4",1.4,27.48893572,1.254450167,0.5978,1.817764405,0.74991031,0.8452,2.634367714,1.060261281,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,3,4,"5,6",1.3,25.52544031,1.391420464,0.46652,1.369092757,0.649125475,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,4,6,"7,8",1.3,25.52544031,1.576975343,0.60331,1.563838981,0.951404994,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,5,8,"9,10",1.3,25.52544031,1.505558358,0.6101,1.651038495,0.918541154,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,6,10,"11,12",1.4,27.48893572,1.666756053,0.64841,1.466169298,1.080741292,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,7,12,"13,14",1.4,27.48893572,1.71628107,0.53084,1.168118747,0.911070643,1.0759,2.408271256,1.846546803,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,8,14,"15,16",1.4,27.48893572,1.585370218,0.80857,1.934556636,1.281882797,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,9,16,"17,18",1.6,31.41592654,1.520971535,0.91647,1.993559927,1.393924782,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,10,18,"19,20",1.4,27.48893572,1.819870384,0.66712,1.376294325,1.214071931,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,11,20,"21,22",1.6,31.41592654,1.728104054,1.02984,1.968820885,1.779670679,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,12,22,"23,24",1.5,29.45243113,1.703164665,0.65991,1.358458639,1.123935394,1.0351,2.166841114,1.762945745,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,13,24,"25,26",1.3,25.52544031,1.866077114,0.68434,1.486979639,1.277031213,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,14,26,"27,28",1.4,27.48893572,2.030586436,0.56277,1.03977211,1.142753128,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,15,28,"29,30",1.5,29.45243113,2.068723962,0.72139,1.220074237,1.492356779,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,16,30,"31,32",1.4,27.48893572,1.880687216,0.5364,1.06692572,1.008800623,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,17,32,"33,34",1.4,27.48893572,2.093370969,0.44952,0.802078638,0.941012118,1.1631,2.097497286,2.434799774,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_L_07,Hetta Cove,55.155625,-132.589934,7/22/2017,-0.7,18,34,"35,36",1.6,31.41592654,2.249107628,1.03427,1.491714134,2.326184546,NA,NA,NA,muddy sand with some gravel mixed in at transect. Changes to gravel and cobble high.,one large stream
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,1,0,"1,2",1.6,31.41592654,0.917855788,-1.32392,-4.905402271,-1.215167635,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,2,2,"3,4",1.6,31.41592654,1.48415836,0.95211,2.115096848,1.413082016,1.276,2.902599146,1.893786067,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,3,4,"5,6",1.6,31.41592654,1.161387997,0.62716,1.784788376,0.728376096,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,4,6,"7,8",1.6,31.41592654,1.048409314,0.50791,1.607593999,0.532497575,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,5,8,"9,10",1.6,31.41592654,1.324569242,0.72666,1.810084822,0.962511485,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,6,10,"11,12",1.5,29.45243113,1.276998148,0.62092,1.722620674,0.79291369,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,7,12,"13,14",1.4,27.48893572,1.320433078,1.12543,3.228203894,1.486054999,0.7304,2.175467022,0.96444432,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,8,14,"15,16",1.6,31.41592654,1.22125954,0.82184,2.227451338,1.003679941,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,9,16,"17,18",1.6,31.41592654,1.107784294,0.59917,1.795106711,0.663751115,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,10,18,"19,20",1.6,31.41592654,1.30038724,0.70148,1.779383172,0.912195641,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,11,20,"21,22",1.5,29.45243113,0.490718065,0.30477,2.351504247,0.149556145,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,12,22,"23,24",NA,NA,NA,NA,NA,NA,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,13,24,"25,26",1.5,29.45243113,0.465382635,-0.64915,-5.336513127,-0.302103137,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,14,26,"27,28",1.6,31.41592654,0.737016302,0.54813,2.543936309,0.403980746,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,15,28,"29,30",1.5,29.45243113,0.75336022,-0.77392,-3.763325568,-0.583040542,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,16,30,"31,32",1.6,31.41592654,1.206218125,3.13653,8.551527196,3.783339335,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,17,32,"33,34",1.7,33.37942194,1.330526037,0.52915,1.227321572,0.704047853,1.3318,3.137292962,1.771994576,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,18,34,"35,36",1.6,31.41592654,1.193960011,0.74915,2.072620139,0.894455142,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_02,North Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,19,36,"37,38",1.8,35.34291735,1.538559465,1.6568,3.145506044,2.549085321,NA,NA,NA,soft fine grain sand at transect. Changes to gravel cobble high,two small streams
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,1,0,"1,2",1.5,29.45243113,0.491369624,0.49154,3.773104064,0.241527825,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,2,2,"3,4",1.6,31.41592654,1.319216861,0.6511,1.647333917,0.858942098,1.45245,11.5763323,1.91609653,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,3,4,"5,6",1.6,31.41592654,1.40701946,0.78654,1.84800644,1.106677086,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,4,6,"7,8",1.5,29.45243113,1.481798898,0.78615,1.871691238,1.164916204,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,5,8,"9,10",1.4,27.48893572,1.204106639,-9.01623,-28.63396964,-10.8565024,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,6,10,"11,12",1.6,31.41592654,1.371997097,1.01165,2.436666893,1.387980863,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,7,12,"13,14",1.6,31.41592654,1.281482498,1.83771,4.761539552,2.354993201,0.66461,1.641757014,0.851686083,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,8,14,"15,16",1.6,31.41592654,1.436845097,0.88663,2.040945516,1.273949968,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,9,16,"17,18",1.6,31.41592654,1.354843695,1.17838,2.86796571,1.596520714,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,10,18,"19,20",1.6,31.41592654,1.472227787,0.73913,1.655665187,1.088167724,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,11,20,"21,22",1.6,31.41592654,1.542856931,0.90706,1.947473229,1.399463808,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,12,22,"23,24",1.6,31.41592654,1.50428955,0.93997,2.064346867,1.413987049,0.76715,1.72328432,1.154015728,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,13,24,"25,26",1.6,31.41592654,1.492547417,0.83314,1.836714628,1.243500955,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,14,26,"27,28",1.6,31.41592654,1.504775291,0.77237,1.69559543,1.162243292,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,15,28,"29,30",1.5,29.45243113,1.457808349,0.74451,1.804834662,1.085352894,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_03,South Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,16,30,"31,32",1.6,31.41592654,1.397183685,0.80594,1.914974505,1.126046219,NA,NA,NA,semi-consolidated sand/mud transitioning to cobble,one stream about 20m from transect
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,1,0,"1,2",0.9,17.67145868,0.264752904,0.59102,15.96751491,0.156474261,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,2,2,"3,4",1,19.63495408,0.535298934,0.57934,6.260657945,0.310120085,0.42122,4.864882345,0.225478617,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,3,4,"5,6",1,19.63495408,0.701487762,0.73925,5.886474844,0.518574828,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,4,6,"7,8",1.1,21.59844949,0.70266155,0.84836,6.016170106,0.596109953,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,5,8,"9,10",1.1,21.59844949,0.637132772,0.77512,6.166977487,0.493854354,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,6,10,"11,12",1.1,21.59844949,0.863541617,0.86802,5.005002004,0.749571394,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,7,12,"13,14",1.1,21.59844949,0.886395109,0.83827,4.737999004,0.743038428,0.60292,3.575931912,0.534425339,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,8,14,"15,16",1.2,23.5619449,0.972820796,0.92614,4.320138224,0.900968252,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,9,16,"17,18",1.1,21.59844949,1.119481285,0.80783,3.572450434,0.904350567,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,10,18,"19,20",1.1,21.59844949,1.438222684,0.74787,2.513656096,1.075603599,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,11,20,"21,22",1.2,23.5619449,1.355759048,0.75826,2.493919456,1.028017856,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,12,22,"23,24",1.1,21.59844949,1.415401601,0.87669,3.028642712,1.24086843,1.01229,3.606223442,1.432796887,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,13,24,"25,26",1,19.63495408,1.461674414,0.97339,3.568966756,1.422779258,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,14,26,"27,28",1.1,21.59844949,1.504677917,0.81305,2.636978215,1.223378381,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,15,28,"29,30",1.1,21.59844949,1.433331129,0.66248,2.266697597,0.949553206,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,16,30,"31,32",1.2,23.5619449,1.365284578,1.07727,3.503959751,1.470780117,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,17,32,"33,34",1.1,21.59844949,1.584845246,0.96045,2.935024256,1.522164616,0.91528,2.879637157,1.450577157,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,18,34,"35,36",1.2,23.5619449,1.525013328,0.76375,2.227358229,1.164728929,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,19,36,"37,38",1.1,21.59844949,1.665859395,0.6191,1.792592086,1.031333551,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,20,38,"39,40",1.2,23.5619449,1.496611173,1.13006,3.356422113,1.691260422,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,21,40,"41,42",1.1,21.59844949,1.272328831,0.76738,2.961270176,0.976359698,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,22,42,"43,44",1.2,23.5619449,1.490413892,0.73189,2.182574119,1.090819023,1.58273,4.822172249,2.358922779,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,23,44,"45,46",1.2,23.5619449,1.627933524,0.77546,2.107327328,1.262397331,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,24,46,"47,48",1.1,21.59844949,1.317763111,0.89728,3.310990201,1.182402484,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,25,48,"49,50",1.2,23.5619449,1.571202639,0.63591,1.787346996,0.99914347,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,26,50,"51,52",1.2,23.5619449,1.639032778,0.6419,1.728645479,1.05209514,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,27,52,"53,54",1.2,23.5619449,1.720526475,0.77199,1.979394036,1.328229233,1.1568,3.024189595,1.990305026,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,28,54,"55,56",1.2,23.5619449,1.6968039,0.92184,2.387542634,1.564181707,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_04,South Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,29,56,"57,58",1.3,25.52544031,1.961212006,0.75565,1.555779102,1.481989852,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach",some seepage in hight intertidal
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,1,0,"1,2",1,19.63495408,0.58940092,2.3852,20.61028994,1.405839074,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,2,2,"3,4",1,19.63495408,0.344436252,1.52857,22.60198522,0.526494922,2.53326,34.56563385,0.872546581,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,3,4,"5,6",1.3,25.52544031,0.376998002,1.91412,19.89101157,0.721619416,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,4,6,"7,8",1.2,23.5619449,0.433875049,2.07578,20.30511771,0.900629149,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,5,8,"9,10",0.9,17.67145868,0.380878575,1.64535,24.44552408,0.626678563,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,6,10,"11,12",1,19.63495408,0.431338416,1.83333,21.64674572,0.790785659,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,7,12,"13,14",1.1,21.59844949,0.480365963,2.07301,19.98051114,0.995803446,2.9446,27.37555909,1.414485616,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,8,14,"15,16",0.9,17.67145868,0.515158945,1.81702,19.95933481,0.936054105,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,9,16,"17,18",1.1,21.59844949,0.514324883,2.04196,18.38176119,1.050230837,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,10,18,"19,20",1,19.63495408,0.437160177,1.74473,20.3262726,0.762726475,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,11,20,"21,22",1.2,23.5619449,0.562187037,2.18442,16.49089325,1.228052608,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,12,22,"23,24",0.9,17.67145868,0.736672633,2.00022,15.36493861,1.473507335,2.97795,22.41515706,2.193774269,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,13,24,"25,26",0.9,17.67145868,1.38449748,2.0078,8.206460452,2.77979404,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,14,26,"27,28",1.3,25.52544031,1.124041335,2.34785,8.183042802,2.639080448,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,15,28,"29,30",0.9,17.67145868,0.871265371,1.94728,12.64752512,1.696597632,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,16,30,"31,32",1.2,23.5619449,1.992424657,2.13516,4.548177244,4.254145432,NA,NA,NA,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,17,32,"33,34",1.1,21.59844949,1.677793585,1.99945,5.517590225,3.354664383,4.33273,11.98525277,7.269426598,very soft mud at transect changing to sand/mud then to cobble high,small stream in back of bay
