site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,Sex
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,42,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,136,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,36,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,93,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,99,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,33,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,42,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,NA,45,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,124,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,121,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,136,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,49,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,132,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,115,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,121,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,46,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,131,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,13,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Shiner perch,Cymatogaster aggregata,PERCHSH,113,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Larval fish,Teleostei,UNFISH,17,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Larval fish,Teleostei,UNFISH,27,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Larval fish,Teleostei,UNFISH,22,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,61,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,64,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,20,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,23,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,63,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,66,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,63,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,64,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,63,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,39,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,51,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,76,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,36,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,40,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,38,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,38,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,84,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,32,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,32,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,33,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,40,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,33,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,37,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,31,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,52,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,29,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,76,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,35,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,45,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,50,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,53,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,75,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,45,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,35,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,35,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,106,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,130,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,120,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,43,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,45,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,102,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,55,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,39,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,59,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,61,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,52,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,55,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,46,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,61,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,105,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,113,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,105,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,100,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,90,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,107,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,96,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,98,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,97,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,English sole,Parophrys vetulus,SOLEENG,106,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Pacific Herring,Clupea pallasii,HERRING,106,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Pacific Herring,Clupea pallasii,HERRING,117,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,70,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,48,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,183,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,47,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Chum salmon,Oncorhynchus keta,SALCHUM,109,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,69,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,61,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Slender cockscomb,Anoplarchus insignis,COCKSSL,65,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Starry flounder,Platichthys stellatus,FLOUNST,153,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Grunt sculpin ,Rhamphocottus richardsonii,SCULGRU,59,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Sailfin sculpin,Nautichthys oculofasciatus,SCULSAIL,46,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Giant wrymouth,Cryptacanthodes giganteus,WRYGI,103,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile flatfish,Pleuronectidae,UNFLAT,35,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Crescent gunnel,Pholis laeta,GUNNCRE,NA,1,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Helmet crab,Temessus cheiragonus,CRABHEL,NA,7,"F,M,M,M,M,M,M"
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Hermit crab,Pagurus spp.,CRABHER,NA,9,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,63,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,42,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,33,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Juvenile Artedius,Artedius spp.,UNARTE,38,,
2017_H_06,8/9/17,20170809,907,922,gradual/steep,-1.34,839,Rock sole,Lepidopsetta spp.,SOLEROC,59,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,48,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,44,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,48,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,44,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,42,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,46,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,44,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,48,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,48,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,150,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,128,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,120,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,43,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,44,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,44,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,46,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,115,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,135,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,44,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,93,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,116,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,89,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,122,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,NA,3393,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,28,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,21,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,25,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,20,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,20,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,29,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,26,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,25,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,23,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,28,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,25,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,20,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,24,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,19,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,69,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,27,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,24,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,24,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,25,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,25,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,25,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,20,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,27,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,23,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,28,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,37,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,21,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,30,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,20,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,21,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,32,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,NA,160,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,163,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,118,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,102,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,107,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,165,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,100,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,194,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,116,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,114,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,130,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,166,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,114,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,109,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,99,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,105,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,101,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,99,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,109,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,113,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,122,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,146,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,132,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,95,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,104,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,135,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,118,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,106,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,105,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,106,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,132,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,NA,81,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Snake prickleback,Lumpenus sagitta,PRICKSN,367,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Snake prickleback,Lumpenus sagitta,PRICKSN,244,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,222,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,198,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,222,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,196,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,249,,
2017_L_07,8/10/17,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,225,,
