"","site","date_DDMMYY","date_YYYYMMDD","quadrat_number","plant_number","rhizome_length_cm","internode1_length_cm","internode2_length_cm","internode3_length_cm","internode4_length_cm","internode5_length_cm","leaf1_length_cm","leaf2_length_cm","leaf3_length_cm","leaf4_length_cm","leaf5_length_cm","leaf6_length_cm","leaf7_length_cm","leaf8_length_cm","leaf9_length_cm","leaf10_length_cm","leaf1_width_cm","leaf2_width_cm","leaf3_width_cm","leaf4_width_cm","leaf5_width_cm","leaf6_width_cm","leaf7_width_cm","leaf8_width_cm","leaf9_width_cm","leaf10_width_cm","rhizome_fw_g","shoot_fw_g","xs_shoot_fw_g","isopod_count","isopod_fw_g","gammarid_count","gammarid_fw_g","caprelid_count","caprelid_fw_g","limpet_count","limpet_fw_g","gastropod_count","gastropod_fw_g","crab_count","crab_fw_g","polychaete_count","other_epifauna","notes","epiphyte_dw_g","rhizome_dw_g","shoot_dw_g","xs_shoot_dw_g","isopod_dw_g","gammarid_dw_g","caprelid_dw_g","limpet_dw_g","gastropod_dw_g","crab_dw_g"
"623","2017_M_03","25/5/17",20170525,5,3,5,1.4,0.3,0.5,0.3,0.2,19.8,41.2,19.6,37.1,35.1,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.3,NA,NA,NA,NA,NA,0.6996,0.9534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000299999999999967,0.134,0.1594,NA,NA,NA,NA,NA,NA,NA
"624","2017_M_03","25/5/17",20170525,5,4,3.3,2.1,1.1,NA,NA,NA,13.1,45.3,22,40.2,30.4,2.3,NA,NA,NA,NA,0.3,0.5,0.4,0.5,0.4,0.2,NA,NA,NA,NA,0.3435,1.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0426,0.1913,NA,NA,NA,NA,NA,NA,NA
"625","2017_M_03","25/5/17",20170525,5,5,5,1,1.1,0.9,0.6,0.5,25,29.3,10.9,46,19.2,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,0.7232,0.8854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1346,0.1377,NA,NA,NA,NA,NA,NA,NA
"626","2017_M_03","25/5/17",20170525,6,1,3.5,1.6,0.8,0.3,0.3,0.3,17.5,8,25.7,24,26.1,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,0.2943,0.4789,45.5932,2,0.2986,2,0.0046,16,0.2,13,0.2072,NA,"",NA,NA,35,"1 megalope, 1 clam","",0,0.0587,0.1096,7.8542,0.0548999999999999,0.000399999999999956,0.0181,0.0529999999999999,NA,NA
"627","2017_M_03","25/5/17",20170525,6,2,5,1.8,0.9,0.7,0.7,0.3,11.8,30.2,14.3,37.1,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.638,0.6818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.1266,0.131,NA,NA,NA,NA,NA,NA,NA
"628","2017_M_03","25/5/17",20170525,6,3,5,1.2,1.1,0.7,0.3,0.2,31.2,32.3,37.1,18.2,19.3,2.9,NA,NA,NA,NA,0.3,0.4,0.4,0.4,0.4,0.3,NA,NA,NA,NA,0.8131,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00119999999999998,0.169,0.1463,NA,NA,NA,NA,NA,NA,NA
"629","2017_M_03","25/5/17",20170525,6,4,5,2,1.1,0.4,0.4,0.2,22.5,33.1,26,7.2,36.3,4.7,NA,NA,NA,NA,0.3,0.4,0.4,0.4,0.5,0.2,NA,NA,NA,NA,0.7618,0.7904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.2088,0.1543,NA,NA,NA,NA,NA,NA,NA
"630","2017_M_03","25/5/17",20170525,6,5,5,1.1,1,0.7,0.3,0.2,41,7.6,24.7,4.3,40.3,35.2,NA,NA,NA,NA,0.4,0.4,0.4,0.2,0.4,0.3,NA,NA,NA,NA,0.627,0.8379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000700000000000034,0.1701,0.1684,NA,NA,NA,NA,NA,NA,NA
"631","2017_M_03","25/5/17",20170525,7,1,5,1.5,0.7,0.7,0.6,0.7,23.4,44.3,18.6,2.1,41.2,64.1,NA,NA,NA,NA,0.4,0.4,0.4,0.3,0.4,0.4,NA,NA,NA,NA,0.9896,1.1923,5.1806,NA,NA,1,0.0034,11,0.0398,6,0.0907,2,"0.0037",NA,NA,4,"2 egg masses, 1 mussel","",0.00229999999999997,0.1756,0.2601,0.9064,NA,0,0.00339999999999996,0.0388,0.00259999999999994,NA
"632","2017_M_03","25/5/17",20170525,7,2,5,0.6,0.9,0.5,0.5,0.6,23.4,39.4,30,5.7,39.9,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.3,0.4,NA,NA,NA,NA,NA,0.7291,0.9215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1298,0.1695,NA,NA,NA,NA,NA,NA,NA
"633","2017_M_03","25/5/17",20170525,7,3,4.3,1.2,0.7,0.5,0.3,0.3,39.2,38,23.3,46,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.6594,0.8045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000699999999999923,0.0788,0.1426,NA,NA,NA,NA,NA,NA,NA
"634","2017_M_03","25/5/17",20170525,7,4,3.3,1.1,0.7,0.3,0.5,NA,18,26.9,13.1,33.2,37.1,NA,NA,NA,NA,NA,0.3,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,0.5973,0.7989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0689,0.1359,NA,NA,NA,NA,NA,NA,NA
"635","2017_M_03","25/5/17",20170525,7,5,5,1.6,0.9,0.6,0.5,0.4,25,33.1,12.6,49.2,8,44.3,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.3,0.4,NA,NA,NA,NA,1.0385,1.3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00130000000000008,0.1895,0.262,NA,NA,NA,NA,NA,NA,NA
"636","2017_M_03","25/5/17",20170525,8,1,5,1.3,1.1,0.8,0.5,0.2,27.4,28.4,21.3,7.1,28.5,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,0.5035,0.5604,1.7323,NA,NA,NA,NA,1,0.0052,4,0.0366,5,"0.0125",NA,NA,2,"","",0,0.0986,0.126,0.3102,NA,NA,0.000600000000000045,0.013,0.00600000000000001,NA
"637","2017_M_03","25/5/17",20170525,8,2,5,1.1,1.7,1.8,NA,NA,22.7,20.3,11.2,22,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3131,0.3054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0435999999999999,0.0620000000000001,NA,NA,NA,NA,NA,NA,NA
"638","2017_M_03","25/5/17",20170525,8,3,5,0.8,1.4,1.7,NA,NA,21.8,21.9,20.9,11.3,NA,NA,NA,NA,NA,NA,0.3,0.2,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3084,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0475000000000001,0.0725,NA,NA,NA,NA,NA,NA,NA
"639","2017_M_03","25/5/17",20170525,8,4,5,0.8,1.6,1.3,1.1,NA,19.2,24.8,12.6,24.3,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.4279,0.4621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0806,0.1037,NA,NA,NA,NA,NA,NA,NA
"640","2017_M_03","25/5/17",20170525,8,5,5,1.2,0.7,0.7,0.5,0.2,22.9,25.3,25.6,11.1,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.536,0.3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000299999999999967,0.083,0.0815000000000001,NA,NA,NA,NA,NA,NA,NA
"641","2017_M_04","22/6/17",20170622,1,1,5,0.9,1.3,2,NA,NA,70,61.4,29,32.2,28,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.3172,1.5026,23.2542,1,0.0015,7,0.01,1,0.0045,2,0.0405,2,"0.0059",NA,NA,3,"","",0.0116000000000001,0.0458,0.2259,2.9609,0.000199999999999978,0.000400000000000067,0.000299999999999967,0.0132,0.000700000000000034,NA
"642","2017_M_04","22/6/17",20170622,1,2,5,1,1.3,1.3,1,NA,47.2,38.2,49.8,19.1,63.8,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.5575,1.3878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0129,0.07,0.1919,NA,NA,NA,NA,NA,NA,NA
"643","2017_M_04","22/6/17",20170622,1,3,5,1.1,1.9,1.1,1,NA,29.7,49.2,35.2,31,45,5.5,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.474,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00159999999999993,0.0749000000000001,0.2003,NA,NA,NA,NA,NA,NA,NA
"644","2017_M_04","22/6/17",20170622,1,4,5,1.5,2.1,1.9,NA,NA,69,12.5,47.4,37.2,34.4,54.8,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.4584,1.7271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00980000000000003,0.0586,0.2737,NA,NA,NA,NA,NA,NA,NA
"645","2017_M_04","22/6/17",20170622,1,5,5,0.2,1.1,1,1.1,0.4,23.2,27.2,40.4,44.2,NA,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,0.3607,0.8123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0091,0.0616,0.1422,NA,NA,NA,NA,NA,NA,NA
"646","2017_M_04","22/6/17",20170622,2,1,5,1.5,1.9,NA,NA,NA,50.4,26.5,48.4,45.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA,0.7083,2.063,14.9213,1,0.2106,6,0.0051,NA,NA,NA,NA,2,"0.0255",NA,NA,4,"","",0.0071,0.0895,0.2797,1.7755,0.0509999999999999,0.000699999999999923,NA,NA,0.00949999999999984,NA
"647","2017_M_04","22/6/17",20170622,2,2,5,1,2.5,1.6,NA,NA,37.2,41.8,54.4,53.6,28.8,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.4821,2.0772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00549999999999995,0.0633,0.2816,NA,NA,NA,NA,NA,NA,NA
"648","2017_M_04","22/6/17",20170622,2,3,5,2.4,2.2,NA,NA,NA,60.8,18.2,56.8,48,34.8,69.4,32,NA,NA,NA,0.4,0.3,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5569,3.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0071,0.0809000000000001,0.4481,NA,NA,NA,NA,NA,NA,NA
"649","2017_M_04","22/6/17",20170622,2,4,4.6,1.6,1.5,1,NA,NA,23.4,13,32.8,44.6,50.4,55.8,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.5,0.2,NA,NA,NA,NA,0.4361,1.7861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0114,0.0629,0.2658,NA,NA,NA,NA,NA,NA,NA
"650","2017_M_04","22/6/17",20170622,2,5,5,0.8,1.2,1.7,0.7,0.4,36.8,67.2,69.4,53.8,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1.0022,1.9824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00359999999999994,0.12,0.2774,NA,NA,NA,NA,NA,NA,NA
"651","2017_M_04","22/6/17",20170622,3,1,5,1.2,1.3,1.1,0.9,NA,35.1,48.8,53.2,30,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3999,1.0321,3.2776,1,0.1873,1,NA,NA,NA,NA,NA,NA,"",NA,NA,5,"","",0.00170000000000003,0.0568000000000001,0.1727,0.4984,0.0421,NA,NA,NA,NA,NA
"652","2017_M_04","22/6/17",20170622,3,2,5,1,0.8,0.7,0.6,0.4,31.8,56.6,30,17.8,27.4,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4337,0.7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00180000000000002,0.0583,0.1164,NA,NA,NA,NA,NA,NA,NA
"653","2017_M_04","22/6/17",20170622,3,3,5,0.4,0.9,1,0.3,0.4,37,16,27.4,6.2,23.2,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,0.5756,0.8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.003,0.0689,0.1343,NA,NA,NA,NA,NA,NA,NA
"654","2017_M_04","22/6/17",20170622,3,4,2.8,0.8,0.6,0.6,NA,NA,26,36.2,39.6,26.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.2867,0.8551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.0401,0.1162,NA,NA,NA,NA,NA,NA,NA
"655","2017_M_04","22/6/17",20170622,3,5,5,2,2.4,NA,NA,NA,37.8,15.8,49.6,42,53,57.6,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.3,0.5,NA,NA,NA,NA,0.5917,2.4453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00370000000000004,0.0848000000000001,0.3827,NA,NA,NA,NA,NA,NA,NA
"656","2017_M_04","22/6/17",20170622,4,1,4.7,1.4,1.8,NA,NA,NA,29.2,58.4,10.4,43,32,NA,NA,NA,NA,NA,0.5,0.6,0.5,0.6,0.6,NA,NA,NA,NA,NA,0.6505,1.6541,5.4436,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,"","",0,0.0765,0.2351,0.6715,NA,NA,NA,NA,NA,NA
"657","2017_M_04","22/6/17",20170622,4,2,1.7,3,0.4,0.6,NA,NA,18.5,10.1,12.6,35.4,33.8,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.2304,0.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0274000000000001,0.1111,NA,NA,NA,NA,NA,NA,NA
"658","2017_M_04","22/6/17",20170622,4,3,5,2.3,2.1,NA,NA,NA,37.2,54.2,51,28,16.5,11.1,46.2,NA,NA,NA,0.4,0.4,0.5,0.4,0.3,0.3,0.4,NA,NA,NA,0.3649,1.6608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.001,0.0467000000000001,0.265,NA,NA,NA,NA,NA,NA,NA
"659","2017_M_04","22/6/17",20170622,4,4,5,0.5,1.5,1.8,1.2,NA,57.4,42.2,31.2,42.5,10.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,0.4182,1.2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0556,0.198,NA,NA,NA,NA,NA,NA,NA
"660","2017_M_04","22/6/17",20170622,4,5,2.4,0.5,0.7,0.9,NA,NA,12.4,19.2,34,35,NA,NA,NA,NA,NA,NA,0.4,0.4,0.3,0.4,NA,NA,NA,NA,NA,NA,0.1619,0.4613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0201,0.0739999999999998,NA,NA,NA,NA,NA,NA,NA
"661","2017_M_04","22/6/17",20170622,5,1,5,1.5,2,NA,NA,NA,36.2,63.4,46.8,56.4,74.9,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6384,2.3455,20.0318,NA,NA,NA,NA,1,6e-04,NA,NA,NA,"",NA,NA,NA,"","",0.00470000000000004,0.0757,0.3615,2.4796,NA,NA,0.000500000000000056,NA,NA,NA
"662","2017_M_04","22/6/17",20170622,5,2,5,1,1,0.7,0.3,0.5,50,68.2,46.8,48.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,1.3166,1.5636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00280000000000002,0.1406,0.2719,NA,NA,NA,NA,NA,NA,NA
"663","2017_M_04","22/6/17",20170622,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2017_M_04","22/6/17",20170622,5,4,5,0.5,1,1,0.5,0.4,54.8,31.2,51.2,64.6,13.6,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,0.6614,1.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00419999999999998,0.0797,0.231,NA,NA,NA,NA,NA,NA,NA
"665","2017_M_04","22/6/17",20170622,5,5,5,0.5,0.5,0.3,1,0.4,60,47.4,8.9,40.3,17.5,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.7677,1.1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00329999999999997,0.0877,0.1619,NA,NA,NA,NA,NA,NA,NA
"666","2017_M_04","22/6/17",20170622,6,1,5,1.5,2,NA,NA,NA,33.8,52.4,55.6,33,42,13.1,NA,NA,NA,NA,0.4,0.4,0.5,0.4,0.4,0.3,NA,NA,NA,NA,0.3562,1.6438,14.855,NA,NA,NA,NA,3,4e-04,1,0.0315,NA,"",NA,NA,5,"","",0.00190000000000001,0.045,0.2659,1.8881,NA,NA,0.000199999999999978,0.00969999999999993,NA,NA
"667","2017_M_04","22/6/17",20170622,6,2,4.3,0.5,1,1,0.7,0.4,50.2,40.2,12.7,31.2,9.8,47.8,NA,NA,NA,NA,0.5,0.5,0.4,0.4,0.5,0.4,NA,NA,NA,NA,0.8754,1.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00319999999999998,0.1222,0.1885,NA,NA,NA,NA,NA,NA,NA
"668","2017_M_04","22/6/17",20170622,6,3,5,1,0.7,1.3,8,0.5,36.2,40.6,10.1,49.2,38.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,1.4121,1.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00239999999999996,0.1658,0.1756,NA,NA,NA,NA,NA,NA,NA
"669","2017_M_04","22/6/17",20170622,6,4,5,0.5,1,1.5,1,NA,18,56.2,56.2,32.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA,0.8164,1.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000900000000000012,0.101,0.165,NA,NA,NA,NA,NA,NA,NA
"670","2017_M_04","22/6/17",20170622,6,5,5,0.9,1.1,2.7,NA,NA,16.7,49.4,29.8,37.8,11.1,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.2,NA,NA,NA,NA,NA,0.5593,0.9837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0649999999999999,0.1422,NA,NA,NA,NA,NA,NA,NA
"671","2017_M_04","22/6/17",20170622,7,1,5,1.1,0.9,0.3,0.4,0.3,47.8,49.2,42.6,33.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.6418,0.7973,15.033,NA,NA,NA,NA,NA,NA,1,0.004,NA,"",NA,NA,7,"1 bivalve","",9.9999999999989e-05,0.0621,0.1362,1.7714,NA,NA,NA,5e-04,NA,NA
"672","2017_M_04","22/6/17",20170622,7,2,5,0.3,1.3,1,0.7,0.5,26.2,49.8,47.2,37.4,30.4,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.8305,1.3699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00190000000000001,0.091,0.2269,NA,NA,NA,NA,NA,NA,NA
"673","2017_M_04","22/6/17",20170622,7,3,5,2.2,2.8,NA,NA,NA,66,57.6,32.4,11.6,57.4,NA,NA,NA,NA,NA,0.6,0.6,0.5,0.6,0.6,NA,NA,NA,NA,NA,0.5955,2.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000500000000000056,0.0704,0.3134,NA,NA,NA,NA,NA,NA,NA
"674","2017_M_04","22/6/17",20170622,7,4,5,1.2,1.5,1.2,1,NA,55,13.1,62.2,25,48,40,NA,NA,NA,NA,0.5,0.2,0.5,0.5,0.4,0.4,NA,NA,NA,NA,0.5479,1.6417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00279999999999991,0.074,0.2691,NA,NA,NA,NA,NA,NA,NA
"675","2017_M_04","22/6/17",20170622,7,5,5,1.2,2.3,NA,NA,NA,45.2,54.4,13.6,34.2,61.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4804,1.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00169999999999992,0.0616,0.2489,NA,NA,NA,NA,NA,NA,NA
"676","2017_M_04","22/6/17",20170622,8,1,5,0.4,1.4,1.7,1.3,NA,75.8,42,69.2,32,16,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.3,NA,NA,NA,NA,NA,1.4428,2.1815,2.5255,1,0.2215,1,4e-04,NA,NA,NA,NA,NA,"",NA,NA,1,"","",0.00290000000000001,0.1606,0.3037,0.2665,0.0495,0,NA,NA,NA,NA
"677","2017_M_04","22/6/17",20170622,8,2,5,0.6,2,NA,NA,NA,70,37.4,70.6,68.2,43,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.185,4.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00370000000000004,0.1449,0.5694,NA,NA,NA,NA,NA,NA,NA
"678","2017_M_04","22/6/17",20170622,8,3,5,0.5,1,1.5,1,NA,26.1,20.9,12.2,12.5,7.9,NA,NA,NA,NA,NA,0.5,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.6277,0.5477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000500000000000056,0.096,0.0981000000000001,NA,NA,NA,NA,NA,NA,NA
"679","2017_M_04","22/6/17",20170622,8,4,1,0.4,0.6,NA,NA,NA,46,13.2,43.6,21.7,19.1,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.0635,0.9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.00600000000000001,0.1265,NA,NA,NA,NA,NA,NA,NA
"680","2017_M_04","22/6/17",20170622,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2017_M_05","23/6/17",20170623,1,1,5,1.8,1.7,NA,NA,NA,25.2,32,39.2,16.3,45.2,29,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.4492,1.1134,9.0001,1,0.0014,2,0.0076,13,0.0416,10,0.1338,NA,"",NA,NA,4,"","",0.0145000000000001,0.0517,0.1754,1.2654,0.000199999999999978,0.000599999999999989,0.00340000000000007,0.0609000000000001,NA,NA
"682","2017_M_05","23/6/17",20170623,1,2,5,2,2,NA,NA,NA,66,47.6,56.2,49.4,18.7,23.8,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.545,2.1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0251,0.0802,0.323,NA,NA,NA,NA,NA,NA,NA
"683","2017_M_05","23/6/17",20170623,1,3,5,1.1,1.1,1.2,1,NA,52,49.4,26.1,34.2,6.8,27.4,NA,NA,NA,NA,0.4,0.4,0.3,0.4,0.4,0.4,NA,NA,NA,NA,0.4532,1.0603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.013,0.0702,0.1711,NA,NA,NA,NA,NA,NA,NA
"684","2017_M_05","23/6/17",20170623,1,4,5,1,1.9,NA,NA,NA,33.4,28,7.1,51.2,61.6,34.8,NA,NA,NA,NA,0.4,0.5,0.3,0.5,0.5,0.4,NA,NA,NA,NA,0.5321,1.4796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0129,0.0569000000000001,0.2302,NA,NA,NA,NA,NA,NA,NA
"685","2017_M_05","23/6/17",20170623,1,5,5,1.5,2.3,NA,NA,NA,59,48,40.6,20.7,21.3,34.4,NA,NA,NA,NA,0.5,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,0.6048,1.8403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0147999999999999,0.0620000000000001,0.2619,NA,NA,NA,NA,NA,NA,NA
"686","2017_M_05","23/6/17",20170623,2,1,5,0.5,0.9,0.9,1.3,1,17.5,38.2,13.5,35.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,0.951,0.6448,13.1368,1,0.001,NA,NA,6,0.0181,4,0.0383,NA,"",NA,NA,11,"","",0.00949999999999995,0.098,0.0958000000000001,1.5581,0.000300000000000078,NA,0.000699999999999978,0.0188,NA,NA
